Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
30,Rio de Janeiro,-43.20520833,-22.98531944,Brazilian,170,0,0,0,4,4.6,21
30,Rio de Janeiro,-43.219563,-22.966647,Brazilian,90,0,0,0,3,4.3,14
30,Rio de Janeiro,-43.34879167,-22.99991111,Italian,150,0,0,0,4,4.0,5
30,Rio de Janeiro,-43.227,-22.98416667,Japanese,250,0,0,0,4,4.6,25
30,Rio de Janeiro,-43.22566667,-22.98516667,"Bakery, Sandwich, Brazilian",120,0,0,0,4,4.4,13
30,Rio de Janeiro,-43.17279167,-22.963925,Brazilian,40,0,0,0,2,4.2,7
30,Rio de Janeiro,-43.17126389,-22.96337222,"Brazilian, Seafood",250,0,0,0,4,4.2,8
30,Rio de Janeiro,-43.18736944,-22.92481389,Brazilian,300,0,0,0,4,4.7,44
30,Rio de Janeiro,-43.21551111,-22.91370833,"Brazilian, Bar Food",85,0,0,0,3,4.6,24
30,Rio de Janeiro,-43.16266667,-22.94783333,"Brazilian, Bar Food",80,0,0,0,3,4.3,10
30,S��o Paulo,-46.64516667,-23.55066667,"Italian, Pizza",250,0,0,0,4,4.5,49
30,S��o Paulo,-46.64633333,-23.559,"Steak, BBQ",250,0,0,0,4,4.4,17
30,S��o Paulo,-46.65866667,-23.55616667,Indian,70,0,0,0,3,3.1,5
30,S��o Paulo,-46.657523,-23.55671,Brazilian,100,0,0,0,4,4.1,15
30,S��o Paulo,-46.666851,-23.581688,"Beverages, International",300,0,0,0,4,4.8,59
30,S��o Paulo,-46.67511,-23.582135,"French, Brazilian, Beverages",120,0,0,0,4,4.6,30
30,S��o Paulo,-46.683888,-23.585324,"Brazilian, Grill",75,0,0,0,3,3.9,5
30,S��o Paulo,-46.666041,-23.561568,French,200,0,0,0,4,3.4,73
30,S��o Paulo,-46.657418,-23.571638,"Sushi, Japanese",120,0,0,0,4,3.5,9
30,S��o Paulo,-46.66983333,-23.5655,"BBQ, Grill, Brazilian",300,0,0,0,4,4.3,39
30,S��o Paulo,-46.67133333,-23.59233333,Sushi,230,0,0,0,4,3.9,12
30,S��o Paulo,-46.68133333,-23.56483333,"Gourmet Fast Food, Burger",120,0,0,0,4,4.3,68
30,S��o Paulo,-46.64159444,-23.54664167,"Brazilian, Italian",150,0,0,0,4,4.3,46
30,S��o Paulo,-46.643425,-23.545163,Italian,400,0,0,0,4,4.4,37
30,S��o Paulo,-46.581672,-23.486535,"Brazilian, North Eastern",100,0,0,0,4,4.4,22
30,S��o Paulo,-46.63566667,-23.58516667,"Brazilian, Bar Food, Beverages",70,0,0,0,3,4.6,58
30,S��o Paulo,-46.746958,-23.609207,"Lebanese, Arabian",120,0,0,0,4,4.1,11
216,Albany,-84.221535,31.610387,"BBQ, Burger, Seafood",25,0,0,0,2,3.3,35
216,Albany,-84.207095,31.608743,"American, BBQ",10,0,0,0,1,3.3,25
216,Albany,-84.154,31.5772,Unknown,0,0,0,0,1,3.4,34
216,Albany,-84.2194,31.6158,Mexican,0,0,0,0,1,3.4,45
216,Albany,-84.206944,31.622412,"Coffee and Tea, Sandwich",10,0,0,0,1,3.4,26
216,Albany,-84.1759,31.5882,Unknown,0,0,0,0,1,3.4,36
216,Albany,-84.2193,31.616,Fast Food,10,0,0,0,1,3.5,67
216,Albany,-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",10,0,0,0,1,3.9,141
216,Albany,-84.205718,31.604905,"Pizza, Bar Food, Sandwich",25,0,0,0,2,3.7,147
216,Albany,-84.223278,31.612121,"Steak, Tapas, Bar Food",70,0,0,0,4,3.5,51
216,Albany,-84.2191,31.6156,"Chinese, Seafood, Vegetarian",25,0,0,0,2,3.6,88
216,Albany,-84.212,31.6104,Chinese,10,0,0,0,1,3.8,153
216,Albany,-84.1534,31.5751,Unknown,10,0,0,0,1,3.9,160
216,Albany,-84.2228,31.6077,"American, Burger, Sandwich",25,0,0,0,2,3.5,57
216,Albany,-84.2229,31.6185,"American, Steak",25,0,0,0,2,3.5,58
216,Albany,-84.2164,31.6137,"Japanese, Steak, Sushi",40,0,0,0,3,3.6,115
216,Albany,-84.2233,31.6118,"Japanese, Steak, Sushi",40,0,0,0,3,3.5,51
216,Albany,-84.205025,31.605882,"Seafood, Tapas, Bar Food",40,0,0,0,3,3.8,250
216,Albany,-84.1757,31.5985,"Italian, Pizza",10,0,0,0,1,3.7,117
216,Albany,-83.8389,31.5308,"American, Breakfast, Diner",10,0,0,0,1,3.4,20
14,Armidale,151.6688792,-30.5147169,"Bar Food, Steak",20,0,0,0,2,3.5,25
216,Athens,-83.378273,33.957999,"American, Southern, Southwestern",40,0,0,0,3,4.5,1821
216,Athens,-83.3654,33.9535,Southern,10,0,0,0,1,4.5,849
216,Athens,-83.4293,33.9652,Mexican,10,0,0,0,1,4.6,917
216,Athens,-83.3389,33.9259,"Japanese, Korean",10,0,0,0,1,3.9,439
216,Athens,-83.375523,33.958198,"Breakfast, Burger, Sandwich",10,0,0,0,1,3.7,289
216,Athens,-83.384004,33.959392,"Breakfast, Sandwich",10,0,0,0,1,4.3,558
216,Athens,-83.3797,33.9584,"American, Burger, Sandwich",10,0,0,0,1,4.2,613
216,Athens,-83.373596,33.958112,"American, Italian, Pizza",25,0,0,0,2,4.0,353
216,Athens,-83.33995,33.924275,"American, Italian, Pizza",25,0,0,0,2,4.1,387
216,Athens,-83.3872482,33.9415545,American,40,0,0,0,3,4.3,755
216,Athens,-83.381625,33.960112,"International, Southern, Vegetarian",10,0,0,0,1,4.2,800
216,Athens,-83.400887,33.963296,Sandwich,10,0,0,0,1,4.1,350
216,Athens,-83.4075,33.9584,Italian,40,0,0,0,3,4.1,464
216,Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",25,0,0,0,2,4.2,550
216,Athens,-83.383605,33.960571,"Mexican, Spanish",10,0,0,0,1,4.1,543
216,Athens,-83.37967,33.959468,"International, Southern",40,0,0,0,3,4.1,465
216,Athens,-83.38728,33.937502,Bar Food,10,0,0,0,1,4.4,546
216,Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",10,0,0,0,1,4.4,1098
216,Athens,-83.378881,33.958363,"Burger, Bar Food",25,0,0,0,2,4.2,579
216,Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",10,0,0,0,1,4.1,374
216,Augusta,-82.0865,33.4721,"Chinese, Steak",40,0,0,0,3,4.6,717
216,Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",40,0,0,0,3,4.9,548
216,Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",25,0,0,0,2,4.5,631
216,Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",10,0,0,0,1,3.9,372
216,Augusta,-81.973006,33.477444,"American, Burger",25,0,0,0,2,3.9,201
216,Augusta,-81.965571,33.481779,"Breakfast, French",40,0,0,0,3,3.8,332
216,Augusta,-82.0327,33.4086,BBQ,25,0,0,0,2,3.5,304
216,Augusta,-81.974944,33.478231,American,40,0,0,0,3,4.3,368
216,Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",25,0,0,0,2,4.1,430
216,Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",25,0,0,0,2,4.4,433
216,Augusta,-81.9694,33.4764,Mexican,10,0,0,0,1,4.0,380
216,Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,0,0,0,2,4.0,456
216,Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,0,0,0,3,4.2,647
216,Augusta,-82.080788,33.467201,Steak,40,0,0,0,3,4.0,360
216,Augusta,-82.0805493,33.5375868,Indian,25,0,0,0,2,4.0,227
216,Augusta,-82.143793,33.544342,German,25,0,0,0,2,3.9,290
216,Augusta,-82.126161,33.532249,Vietnamese,10,0,0,0,1,4.1,270
216,Augusta,-82.141284,33.521291,"Burger, Seafood",25,0,0,0,2,4.0,326
216,Augusta,-82.1328,33.5406,Thai,35,0,0,0,3,4.3,317
216,Augusta,-82.1997,33.4574,Mexican,10,0,0,0,1,4.2,300
14,Balingup,115.9844924,-33.7845269,Modern Australian,20,0,0,0,2,3.2,21
14,Beechworth,146.685852,-36.360439,"Pizza, Bar Food",20,0,0,0,2,4.6,237
216,Boise,-116.2019,43.6138,"American, Bar Food",25,0,0,0,2,4.5,879
216,Boise,-116.203466,43.616068,"Italian, Pizza",25,0,0,0,2,4.6,615
216,Boise,-116.2023,43.6149,"Breakfast, Sandwich",25,0,0,0,2,4.5,879
216,Boise,-116.2064,43.6157,"American, Seafood, Steak",70,0,0,0,4,3.9,379
216,Boise,-116.2031,43.614,"European, Spanish",10,0,0,0,1,4.3,303
216,Boise,-116.185034,43.597235,"Latin American, Steak",70,0,0,0,4,4.1,538
216,Boise,-116.2062,43.5945,"American, Burger, Sandwich",10,0,0,0,1,4.2,334
216,Boise,-116.2022,43.6167,"American, Bar Food",25,0,0,0,2,4.3,555
216,Boise,-116.193409,43.610279,"American, Burger",10,0,0,0,1,4.4,823
216,Boise,-116.2625,43.6192,Pizza,25,0,0,0,2,4.1,550
216,Boise,-116.202845,43.616295,"American, Burger",25,0,0,0,2,4.4,650
216,Boise,-116.199,43.615,Pizza,10,0,0,0,1,4.3,410
216,Boise,-116.2463,43.6191,Mexican,10,0,0,0,1,4.4,660
216,Boise,-116.245165,43.6051379,"Italian, Seafood, Vegetarian",25,0,0,0,2,4.4,360
216,Boise,-116.2021,43.6162,"Sushi, Thai",40,0,0,0,3,4.0,340
216,Boise,-116.2031,43.6156,"Japanese, Sushi, Teriyaki",25,0,0,0,2,4.1,393
216,Boise,-116.281809,43.619274,Breakfast,10,0,0,0,1,4.3,422
216,Boise,-116.280614,43.591706,Brazilian,40,0,0,0,3,4.0,435
216,Boise,-116.347304,43.619108,"American, BBQ, Steak",25,0,0,0,2,4.0,369
216,Boise,-116.5629,43.5777,American,40,0,0,0,3,4.4,487
216,Cedar Rapids/Iowa City,-91.6336,42.0179,"American, Mediterranean, Seafood",40,0,0,0,3,3.7,98
216,Cedar Rapids/Iowa City,-91.6327,42.0281,"Italian, Pizza",40,0,0,0,3,4.1,365
216,Cedar Rapids/Iowa City,-91.7148,41.9748,Mexican,10,0,0,0,1,4.1,190
216,Cedar Rapids/Iowa City,-91.6224,42.0249,"American, Breakfast, Burger",40,0,0,0,3,4.1,429
216,Cedar Rapids/Iowa City,-91.6347,42.01,"American, BBQ, Burger",25,0,0,0,2,4.4,430
216,Cedar Rapids/Iowa City,-91.6499622,42.0215347,Indian,25,0,0,0,2,4.2,186
216,Cedar Rapids/Iowa City,-91.7266,41.9639,"Chinese, Sushi, Thai",10,0,0,0,1,4.2,220
216,Cedar Rapids/Iowa City,-91.6394,42.0468,Chinese,10,0,0,0,1,4.2,347
216,Cedar Rapids/Iowa City,-91.569767,41.670466,"American, Italian, Pizza",25,0,0,0,2,3.8,161
216,Cedar Rapids/Iowa City,-91.5687,41.6685,Indian,25,0,0,0,2,4.1,160
216,Cedar Rapids/Iowa City,-91.534424,41.660982,Burger,10,0,0,0,1,4.9,820
216,Cedar Rapids/Iowa City,-91.531414,41.663849,"American, Breakfast, Burger",10,0,0,0,1,4.5,488
216,Cedar Rapids/Iowa City,-91.531093,41.663751,"Breakfast, Diner",25,0,0,0,2,3.6,253
216,Cedar Rapids/Iowa City,-91.534302,41.658691,"American, International, Sushi",40,0,0,0,3,3.8,220
216,Cedar Rapids/Iowa City,-91.5314,41.6648,Pizza,25,0,0,0,2,4.3,485
216,Cedar Rapids/Iowa City,-91.5341,41.661,International,40,0,0,0,3,4.3,428
216,Cedar Rapids/Iowa City,-91.482165,41.667742,"American, Breakfast",25,0,0,0,2,4.1,294
216,Cedar Rapids/Iowa City,-91.5318,41.6625,"Mediterranean, Tapas, Vegetarian",40,0,0,0,3,4.0,380
216,Cedar Rapids/Iowa City,-91.5074,41.6428,BBQ,25,0,0,0,2,4.2,259
216,Cedar Rapids/Iowa City,-91.5995,42.0331,"Pizza, Sandwich",25,0,0,0,2,4.7,433
37,Chatham-Kent,-82.188438,42.397683,"Japanese, Sushi",25,0,0,0,2,3.7,176
216,Clatskanie,-123.368151,46.126967,"American, Breakfast, Desserts",10,0,0,0,1,4.3,96
216,Cochrane,-114.472474,51.183934,"Asian, Japanese",25,0,0,0,2,3.1,6
216,Columbus,-84.992671,32.470315,"Asian, Vietnamese",10,0,0,0,1,3.3,33
216,Columbus,-84.95591,32.519247,"American, Seafood, Cajun",25,0,0,0,2,4.6,489
216,Columbus,-84.927047,32.555591,American,25,0,0,0,2,4.5,345
216,Columbus,-84.9436,32.5577,"Burger, Bar Food, Southern",25,0,0,0,2,3.8,149
216,Columbus,-84.9936,32.4656,"Pizza, Bar Food",25,0,0,0,2,3.9,330
216,Columbus,-84.954984,32.5382197,"Japanese, Steak",40,0,0,0,3,3.9,247
216,Columbus,-84.9876,32.4637,"Breakfast, Diner, Southern",10,0,0,0,1,3.7,123
216,Columbus,-84.9933631,32.4652417,"Japanese, Steak, Sushi",40,0,0,0,3,3.6,109
216,Columbus,-84.96661,32.534002,"Japanese, Sushi, Thai",40,0,0,0,3,3.7,134
216,Columbus,-84.95367,32.513154,"Seafood, Steak, Vegetarian",40,0,0,0,3,4.2,722
216,Columbus,-84.947569,32.504657,Steak,25,0,0,0,2,4.3,213
216,Columbus,-84.9607,32.5393,Chinese,25,0,0,0,2,4.0,335
216,Columbus,-84.9464,32.4792,"BBQ, Southern",25,0,0,0,2,4.0,353
216,Columbus,-84.9427,32.481,"Italian, Pizza",0,0,0,0,1,4.0,170
216,Columbus,-84.9557,32.5321,Pizza,25,0,0,0,2,4.1,192
216,Columbus,-84.992093,32.466158,"American, Tapas",40,0,0,0,3,4.1,302
216,Columbus,-84.938698,32.560905,"Asian, Chinese",10,0,0,0,1,4.2,355
216,Columbus,-84.991384,32.468757,American,25,0,0,0,2,4.3,287
216,Columbus,-84.963201,32.527217,"Italian, Mediterranean, Pizza",40,0,0,0,3,4.0,264
216,Columbus,-85.0213,32.7455,"American, Seafood, Steak",40,0,0,0,3,4.4,235
37,Consort,-110.7746994,52.0082889,"Chinese, Canadian",25,0,0,0,2,3.0,6
216,Dalton,-84.9396931,34.5251331,"American, BBQ, Southern",25,0,0,0,2,3.7,38
216,Dalton,-84.926258,34.474635,"Desserts, Sandwich",10,0,0,0,1,4.4,122
216,Dalton,-84.9523921,34.4972488,BBQ,25,0,0,0,2,4.4,207
216,Dalton,-84.767911,34.752476,"Mexican, Tex-Mex",10,0,0,0,1,3.9,66
216,Dalton,-84.969393,34.769686,"BBQ, Breakfast, Southern",10,0,0,0,1,4.9,249
216,Dalton,-85.0039,34.7643,American,25,0,0,0,2,3.8,63
216,Dalton,-84.992342,34.759551,"Japanese, Sushi",40,0,0,0,3,3.8,145
216,Dalton,-84.992924,34.759665,Mexican,10,0,0,0,1,3.8,83
216,Dalton,-84.999678,34.758645,Italian,25,0,0,0,2,3.7,116
216,Dalton,-84.9678,34.7742,"American, Burger",10,0,0,0,1,4.1,122
216,Dalton,-84.990925,34.759273,Fast Food,10,0,0,0,1,4.1,142
216,Dalton,-84.9964,34.7604,Mexican,10,0,0,0,1,4.1,114
216,Dalton,-85.2229101,34.9428786,"American, Japanese, Sushi",25,0,0,0,2,4.6,214
216,Dalton,-85.246237,34.9528157,Japanese,10,0,0,0,1,4.3,116
216,Dalton,-85.2545,34.9546,Thai,25,0,0,0,2,4.2,111
216,Dalton,-85.294955,34.705093,"Desserts, Sandwich",10,0,0,0,1,3.7,25
216,Dalton,-85.1321,34.9273,BBQ,10,0,0,0,1,4.1,128
216,Dalton,-85.130492,34.912109,"American, Diner, Southern",10,0,0,0,1,4.3,244
216,Dalton,-85.1079396,34.9151853,"American, BBQ, Southern",10,0,0,0,1,4.2,112
216,Dalton,-85.249727,34.851907,"Italian, Pizza",10,0,0,0,1,4.1,144
216,Davenport,-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,0,0,0,2,4.6,166
216,Davenport,-90.522479,41.53845,"Sushi, Teriyaki",40,0,0,0,3,4.5,208
216,Davenport,-90.4912446,41.5747801,"Burger, Pizza",25,0,0,0,2,3.9,136
216,Davenport,-90.504176,41.548746,"American, Breakfast, Greek",10,0,0,0,1,4.0,85
216,Davenport,-90.50709,41.525384,Italian,25,0,0,0,2,4.1,117
216,Davenport,-90.574088,41.593892,"American, Breakfast",25,0,0,0,2,3.4,53
216,Davenport,-90.565837,41.574459,Asian,25,0,0,0,2,4.9,474
216,Davenport,-90.5716,41.5604,Fast Food,10,0,0,0,1,3.9,125
216,Davenport,-90.5737,41.5223,"American, French",70,0,0,0,4,3.7,201
216,Davenport,-90.5683,41.5699,Mexican,0,0,0,0,1,4.3,167
216,Davenport,-90.5321,41.5749,Chinese,25,0,0,0,2,4.0,112
216,Davenport,-90.5432,41.5747,Thai,25,0,0,0,2,4.1,256
216,Davenport,-90.572418,41.520389,American,10,0,0,0,1,4.3,123
216,Davenport,-90.5137,41.5745,American,25,0,0,0,2,4.0,199
216,Davenport,-90.5686,41.559,Mexican,25,0,0,0,2,4.1,157
216,Davenport,-90.6136,41.5944,American,25,0,0,0,2,4.1,100
216,Davenport,-90.515175,41.570997,"Japanese, Sushi",40,0,0,0,3,4.2,141
216,Davenport,-90.517,41.5747,"American, BBQ, Steak",25,0,0,0,2,4.2,197
216,Des Moines,-93.610084,42.010254,"BBQ, Burger, Desserts",25,0,0,0,2,4.5,1025
216,Des Moines,-93.643094,42.048779,"American, Coffee and Tea",25,0,0,0,2,4.9,570
216,Des Moines,-93.677638,41.614965,"BBQ, Caribbean, Cajun",40,0,0,0,3,4.5,674
216,Des Moines,-93.739573,41.600564,"Asian, Sushi, Thai",25,0,0,0,2,4.1,496
216,Des Moines,-93.760027,41.60028,"Asian, Chinese",25,0,0,0,2,4.0,411
216,Des Moines,-93.627896,41.583309,"Latin American, Mexican",25,0,0,0,2,3.2,113
216,Des Moines,-93.6300803,41.5857431,"Italian, Pizza",40,0,0,0,3,4.5,1109
216,Des Moines,-93.621631,41.585465,"Chinese, Pizza",25,0,0,0,2,4.6,728
216,Des Moines,-93.637401,41.587219,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,0,0,0,1,4.4,659
216,Des Moines,-93.620726,41.58536,"American, Pizza, Bar Food",40,0,0,0,3,4.2,370
216,Des Moines,-93.629436,41.584027,French,40,0,0,0,3,4.3,532
216,Des Moines,-93.611366,41.590819,"Japanese, Sushi",25,0,0,0,2,4.8,860
216,Des Moines,-93.61474,41.590106,"Burger, Desserts, Vegetarian",10,0,0,0,1,4.2,943
216,Des Moines,-93.577383,41.601415,"American, Italian",70,0,0,0,4,4.1,476
216,Des Moines,-93.645245,41.545869,Chinese,10,0,0,0,1,4.1,218
216,Des Moines,-93.6976773,41.6714654,"Breakfast, Mexican, Southwestern",10,0,0,0,1,4.0,214
216,Des Moines,-93.659797,41.603901,"American, BBQ",25,0,0,0,2,4.3,699
216,Des Moines,-93.772033,41.615083,"American, Breakfast",25,0,0,0,2,3.8,308
216,Des Moines,-93.73624,41.594039,Latin American,25,0,0,0,2,4.0,157
216,Des Moines,-93.7441981,41.5991771,"Seafood, Sushi",40,0,0,0,3,4.2,530
14,Dicky Beach,153.137401,-26.783576,"Coffee and Tea, Tea, Modern Australian",7,0,0,0,1,3.6,29
216,Dubuque,-90.667668,42.504759,Breakfast,10,0,0,0,1,3.4,33
216,Dubuque,-90.6499328,42.5124724,Seafood,25,0,0,0,2,3.3,40
216,Dubuque,-90.6684746,42.5032004,Mexican,10,0,0,0,1,3.4,153
216,Dubuque,-90.658609,42.496464,"American, BBQ, Seafood",25,0,0,0,2,3.3,65
216,Dubuque,-90.664029,42.495689,Italian,25,0,0,0,2,3.4,58
216,Dubuque,-90.715247,42.492018,"American, Burger, Sandwich",25,0,0,0,2,3.5,100
216,Dubuque,-90.740213,42.49092,Mexican,10,0,0,0,1,3.6,156
216,Dubuque,-90.7264,42.4955,"Desserts, Pizza, Ice Cream",0,0,0,0,1,3.5,74
216,Dubuque,-90.645294,42.516621,"American, Burger",25,0,0,0,2,3.6,117
216,Dubuque,-90.712084,42.492963,"Japanese, Steak, Sushi",40,0,0,0,3,3.7,83
216,Dubuque,-90.6646,42.5043,"American, Burger",25,0,0,0,2,3.6,48
216,Dubuque,-90.668164,42.503075,"International, Pizza",40,0,0,0,3,3.8,198
216,Dubuque,-90.7055,42.4916,Mexican,10,0,0,0,1,3.5,126
216,Dubuque,-90.6677349,42.500191,"Breakfast, Pizza",10,0,0,0,1,3.5,119
216,Dubuque,-90.6691,42.5048,"American, Italian",25,0,0,0,2,3.6,140
216,Dubuque,-90.6651,42.4974,American,40,0,0,0,3,3.6,159
216,Dubuque,-90.6658,42.4963,"Italian, Pizza",25,0,0,0,2,3.6,131
216,Dubuque,-90.663686,42.4982789,"American, Breakfast, Burger",10,0,0,0,1,3.5,60
216,Dubuque,-90.684882,42.527556,"American, Burger, Pizza, Cafe",25,0,0,0,2,3.7,89
216,Dubuque,-90.658988,42.496378,"American, Seafood, Steak",70,0,0,0,4,3.6,72
14,East Ballina,153.593331,-28.862663,Cafe,20,0,0,0,2,4.1,56
216,Fernley,-119.252694,39.607515,Mexican,10,0,0,0,1,3.7,83
14,Flaxton,152.8771473,-26.6521332,"Tea, Modern Australian",30,0,0,0,3,3.5,37
14,Forrest,143.714315,-38.517292,"Cafe, Australian",20,0,0,0,2,3.7,29
216,Gainesville,-83.8461,34.0901,"American, Sandwich, Seafood",25,0,0,0,2,4.4,239
216,Gainesville,-83.520693,34.61802,"BBQ, Burger, Seafood",10,0,0,0,1,4.1,235
216,Gainesville,-83.985353,34.532973,"American, Burger, Cajun",25,0,0,0,2,3.8,88
216,Gainesville,-83.9858,34.5318,Unknown,40,0,0,0,3,3.9,209
216,Gainesville,-83.983939,34.533626,BBQ,10,0,0,0,1,3.9,133
216,Gainesville,-83.989317,34.541044,"Chinese, Japanese, Thai",10,0,0,0,1,4.4,267
216,Gainesville,-83.986119,34.533198,"Bar Food, Seafood, Vegetarian",25,0,0,0,2,4.1,171
216,Gainesville,-83.938024,34.183573,Seafood,25,0,0,0,2,3.8,107
216,Gainesville,-83.926217,34.185707,"American, Southern",40,0,0,0,3,4.3,164
216,Gainesville,-83.927794,34.180043,"BBQ, Sandwich",10,0,0,0,1,4.1,182
216,Gainesville,-83.838457,34.285102,"Sandwich, Seafood, Cajun",25,0,0,0,2,4.9,681
216,Gainesville,-83.857993,34.300182,Thai,10,0,0,0,1,4.6,357
216,Gainesville,-83.860098,34.222755,BBQ,25,0,0,0,2,3.8,89
216,Gainesville,-83.824023,34.300567,"American, European, Sandwich",25,0,0,0,2,4.2,350
216,Gainesville,-83.8272,34.3166,Southern,10,0,0,0,1,4.3,298
216,Gainesville,-83.82686,34.300332,"American, Southern",25,0,0,0,2,4.2,319
